index,beer_name,ounces,abv,ibu,brewery_id,brewery_name,city,state,style
2117,Köld Lager (2010),16,0.05,16,45,Tallgrass Brewing Company,Manhattan,KS,German Pilsener
2118,Oasis (2010),16,0.072,93,45,Tallgrass Brewing Company,Manhattan,KS,American Double / Imperial IPA
2119,Tallgrass Ale,16,0.044,22,45,Tallgrass Brewing Company,Manhattan,KS,American Brown Ale
2120,Buffalo Sweat (2010),16,0.05,20,45,Tallgrass Brewing Company,Manhattan,KS,Milk / Sweet Stout
2121,Tallgrass IPA,16,0.063,60,45,Tallgrass Brewing Company,Manhattan,KS,American IPA
2122,Hat Trick Hop IPA,16,0.068,,409,Tamarack Brewing Company,Lakeside,MT,American IPA
2123,Yard Sale Amber Ale,16,0.056,,409,Tamarack Brewing Company,Lakeside,MT,American Amber / Red Ale
2124,Loafin Bräu,16,0.055,,490,Tampa Bay Brewing Company,Tampa,FL,Altbier
2125,Old Elephant Foot IPA,16,0.07,80,490,Tampa Bay Brewing Company,Tampa,FL,American IPA
2126,Peck's Porter,16,0.065,35,7,Tapistry Brewing,Bridgman,MI,American Porter
2127,Reactor,16,0.07,,7,Tapistry Brewing,Bridgman,MI,American IPA
2128,Mr. Orange,16,0.057,,7,Tapistry Brewing,Bridgman,MI,Witbier
2129,Deduction,12,0.08,22,28,Taxman Brewing Company,Bargersville,IN,Dubbel
2130,Face Down Brown Ale,12,0.057,,480,Telluride Brewing Company,Telluride,CO,American Brown Ale
2131,Tempter IPA,12,0.064,,480,Telluride Brewing Company,Telluride,CO,American IPA
2132,Bridal Veil Rye Pale Ale,12,0.055,,480,Telluride Brewing Company,Telluride,CO,American Pale Ale (APA)
2133,Smittytown,12,0.048,,210,Temperance Beer Company,Evanston,IL,Extra Special / Strong Bitter (ESB)
2134,Greenwood Beach,12,0.04,,210,Temperance Beer Company,Evanston,IL,Fruit / Vegetable Beer
2135,Gatecrasher,12,0.066,,210,Temperance Beer Company,Evanston,IL,English India Pale Ale (IPA)
2136,RecreationAle,12,0.047,42,469,Terrapin Brewing Company,Athens,GA,American Pale Ale (APA)
2137,First Stand,12,0.055,35,215,Texian Brewing Co.,Richmond,TX,Saison / Farmhouse Ale
2138,Battle LIne,12,0.063,23,215,Texian Brewing Co.,Richmond,TX,American Brown Ale
2139,Broken Bridge,12,0.056,12,215,Texian Brewing Co.,Richmond,TX,Dunkelweizen
2140,Brutus,12,0.071,69,215,Texian Brewing Co.,Richmond,TX,English India Pale Ale (IPA)
2141,Petit Mutant,16,0.06,,272,The Alchemist,Waterbury,VT,American Wild Ale
2142,The Crusher,16,0.096,,272,The Alchemist,Waterbury,VT,American Double / Imperial IPA
2143,Beelzebub,16,0.08,,272,The Alchemist,Waterbury,VT,American Double / Imperial Stout
2144,Focal Banger,16,0.07,,272,The Alchemist,Waterbury,VT,American IPA
2145,Heady Topper,16,0.08,120,272,The Alchemist,Waterbury,VT,American Double / Imperial IPA
2146,Heady Topper,16,0.08,120,272,The Alchemist,Waterbury,VT,American Double / Imperial IPA
2147,Bomber Mountain Amber Ale (2013),12,0.046,20,457,The Black Tooth Brewing Company,Sheridan,WY,American Amber / Red Ale
2148,Indian Paintbrush IPA,12,0.07,75,457,The Black Tooth Brewing Company,Sheridan,WY,American IPA
2149,Saddle Bronc Brown Ale (2013),12,0.048,16,457,The Black Tooth Brewing Company,Sheridan,WY,English Brown Ale
2150,Wagon Box Wheat Beer,12,0.059,15,457,The Black Tooth Brewing Company,Sheridan,WY,American Pale Wheat Ale
2151,Birdhouse Pale Ale,12,0.05,,262,The Brewer's Art,Baltimore,MD,Belgian Pale Ale
2152,Ozzy,12,0.073,,262,The Brewer's Art,Baltimore,MD,Belgian Pale Ale
2153,Resurrection,12,0.07,,262,The Brewer's Art,Baltimore,MD,Dubbel
2154,Bronx Summer Pale Ale,16,0.052,16,329,The Bronx Brewery,Bronx,NY,American Pale Ale (APA)
2155,Bronx Black Pale Ale,16,0.057,46,329,The Bronx Brewery,Bronx,NY,American Black Ale
2156,Bronx Pale Ale,16,0.063,50,329,The Bronx Brewery,Bronx,NY,American Pale Ale (APA)
2157,Surfrider,16,0.052,35,33,The Dudes' Brewing Company,Torrance,CA,American Pale Ale (APA)
2158,Kolschtal Eddy,16,0.055,,33,The Dudes' Brewing Company,Torrance,CA,Kölsch
2159,South Bay Session IPA,16,0.05,,33,The Dudes' Brewing Company,Torrance,CA,American IPA
2160,Grandma's Pecan,16,0.069,34,33,The Dudes' Brewing Company,Torrance,CA,English Brown Ale
2161,Double Trunk,16,0.099,101,33,The Dudes' Brewing Company,Torrance,CA,American Double / Imperial IPA
2162,Just IPA,12,0.046,45,328,The Just Beer Project,Burlington,VT,American IPA
2163,Lionshead,12,0.045,,90,The Lion Brewery,Wilkes-Barre,PA,American Pilsner
2164,Manhattan Gold Lager (1990),12,,,484,The Manhattan Brewing Company,New York,NY,American Amber / Red Lager
2165,G. B. Russo’s Italian Pistachio Pale Ale,16,0.052,,9,The Mitten Brewing Company,Grand Rapids,MI,American Pale Ale (APA)
2166,Northern Hawk Owl Amber,12,0.058,,438,The Right Brain Brewery,Traverse City,MI,American Amber / Red Ale
2167,CEO Stout,16,0.059,,438,The Right Brain Brewery,Traverse City,MI,American Stout
2168,Will Power Pale Ale,16,0.047,,438,The Right Brain Brewery,Traverse City,MI,American Pale Ale (APA)
2169,Curious Traveler Shandy,12,0.044,,334,The Traveler Beer Company,Burlington,VT,Shandy
2170,Hunny Do Wheat,12,0.048,18,142,Third Street Brewhouse,Cold Spring,MN,American Pale Wheat Ale
2171,Three Way Pale Ale,12,0.052,,142,Third Street Brewhouse,Cold Spring,MN,American Pale Ale (APA)
2172,Rise to the Top,12,0.041,,142,Third Street Brewhouse,Cold Spring,MN,Cream Ale
2173,Lost Trout Brown Ale,12,0.049,,142,Third Street Brewhouse,Cold Spring,MN,American Brown Ale
2174,Watermelon Ale,12,0.051,11,108,Thomas Hooker Brewing Company,Bloomfield,CT,Fruit / Vegetable Beer
2175,Knotty Blonde Ale,12,0.04,18,153,Three Creeks Brewing,Sisters,OR,American Blonde Ale
2176,Fivepine Chocolate Porter,12,0.062,40,153,Three Creeks Brewing,Sisters,OR,American Porter
2177,Hoodoo Voodoo IPA,12,0.062,82,153,Three Creeks Brewing,Sisters,OR,American IPA
2178,Hydraulion Red,12,0.053,22,273,Three Notch'd Brewing Company,Charlottesville,VA,Irish Red Ale
2179,40 Mile IPA,12,0.06,50,273,Three Notch'd Brewing Company,Charlottesville,VA,American IPA
2180,Citra Faced,16,0.055,64,21,Three Pints Brewing,Martinsville,IN,American Pale Wheat Ale
2181,Pole Barn Stout,16,0.055,31,21,Three Pints Brewing,Martinsville,IN,Oatmeal Stout
2182,Pale,16,0.054,37,21,Three Pints Brewing,Martinsville,IN,American Pale Ale (APA)
2183,Yoshi's Nectar,16,0.053,27,21,Three Pints Brewing,Martinsville,IN,California Common / Steam Beer
2184,Leatherhead Red,12,0.052,,282,Thunderhead Brewing Company,Kearney,NE,American Amber / Red Ale
2185,Cropduster Mid-American IPA,12,0.065,,282,Thunderhead Brewing Company,Kearney,NE,American IPA
2186,Golden Frau Honey Wheat,12,0.075,,282,Thunderhead Brewing Company,Kearney,NE,Braggot
2187,Cornstalker Dark Wheat,12,,,282,Thunderhead Brewing Company,Kearney,NE,American Dark Wheat Ale
2188,Cafe Leche,16,0.058,20,17,Tin Man Brewing Company,Evansville,IN,American Porter
2189,Damascene Apricot Sour,16,0.052,12,17,Tin Man Brewing Company,Evansville,IN,Fruit / Vegetable Beer
2190,Csar,16,0.12,90,17,Tin Man Brewing Company,Evansville,IN,Russian Imperial Stout
2191,Klingon Warnog Roggen Dunkel,16,0.055,,17,Tin Man Brewing Company,Evansville,IN,Roggenbier
2192,Overlord Imperial IPA,16,0.085,115,17,Tin Man Brewing Company,Evansville,IN,American Double / Imperial IPA
2193,Alloy,16,0.058,36,17,Tin Man Brewing Company,Evansville,IN,American IPA
2194,Rivet Irish Red Ale,16,0.051,22,17,Tin Man Brewing Company,Evansville,IN,Irish Red Ale
2195,3 Gear Robust Porter,16,0.052,50,17,Tin Man Brewing Company,Evansville,IN,American Porter
2196,Circuit Bohemian Pilsner,16,0.045,35,17,Tin Man Brewing Company,Evansville,IN,Czech Pilsener
2197,Turnrow Harvest Ale,12,0.055,,152,Tin Roof Brewing Company,Baton Rouge,LA,American Blonde Ale
2198,Juke Joint IPA,12,0.07,60,152,Tin Roof Brewing Company,Baton Rouge,LA,American IPA
2199,Parade Ground Coffee Porter,12,0.07,35,152,Tin Roof Brewing Company,Baton Rouge,LA,American Porter
2200,Tin Roof Watermelon Wheat,12,0.05,21,152,Tin Roof Brewing Company,Baton Rouge,LA,Fruit / Vegetable Beer
2201,Tin Roof Blonde Ale,12,0.045,18,152,Tin Roof Brewing Company,Baton Rouge,LA,American Blonde Ale
2202,Voodoo Bengal Pale Ale,12,0.055,37,152,Tin Roof Brewing Company,Baton Rouge,LA,American Pale Ale (APA)
2203,Perfect Tin Amber,12,0.045,28,152,Tin Roof Brewing Company,Baton Rouge,LA,American Amber / Red Ale
2204,IPA & a Half,12,0.073,87,291,Tommyknocker Brewery,Idaho Springs,CO,American IPA
2205,Ornery Amber Lager (2003),12,0.055,33,291,Tommyknocker Brewery,Idaho Springs,CO,Vienna Lager
2206,Big Island Shandy,16,0.05,,474,Tonka Beer Company,Minnetonka,MN,Shandy
2207,Preservation IPA,16,0.068,,474,Tonka Beer Company,Minnetonka,MN,American IPA
2208,Almanac IPA,12,0.062,72,265,Tractor Brewing Company,Albuquerque,NM,American IPA
2209,Milk Mustachio Stout,12,0.065,,265,Tractor Brewing Company,Albuquerque,NM,Milk / Sweet Stout
2210,Farmer's Tan Red Ale,12,0.06,30,265,Tractor Brewing Company,Albuquerque,NM,American Amber / Red Ale
2211,Triangle India Pale Ale,12,0.057,,524,Triangle Brewing Company,Durham,NC,American IPA
2212,Triangle White Ale,12,0.05,,524,Triangle Brewing Company,Durham,NC,Witbier
2213,Triangle Belgian Golden Ale,12,0.08,,524,Triangle Brewing Company,Durham,NC,Belgian Strong Pale Ale
2214,Troegenator,16,0.082,,97,Tröegs Brewing Company,Hershey,PA,Doppelbock
2215,Nugget Nectar,16,0.075,93,97,Tröegs Brewing Company,Hershey,PA,American Amber / Red Ale
2216,Sunshine Pils,12,0.045,45,97,Tröegs Brewing Company,Hershey,PA,American Pilsner
2217,Troegenator Doublebock,16,0.082,25,97,Tröegs Brewing Company,Hershey,PA,Doppelbock
2218,Perpetual IPA,12,0.075,85,97,Tröegs Brewing Company,Hershey,PA,American IPA
2219,Greenville Pale Ale,12,0.055,52,539,Twin Lakes Brewing Company,Greenville,DE,American Pale Ale (APA)
2220,Hoppy Boy,16,0.062,65,520,Twisted Pine Brewing Company,Boulder,CO,American IPA
2221,Cow Creek,12,0.054,26,38,Twisted X Brewing Company,Dripping Springs,TX,American Amber / Red Lager
2222,Chupahopra,12,0.075,63,38,Twisted X Brewing Company,Dripping Springs,TX,American IPA
2223,Twisted X,12,0.051,19,38,Twisted X Brewing Company,Dripping Springs,TX,American Adjunct Lager
2224,Day Hike Session,12,0.041,41,190,Two Beers Brewing Company,Seattle,WA,American IPA
2225,Trailhead ISA,12,0.048,48,190,Two Beers Brewing Company,Seattle,WA,American IPA
2226,Immersion Amber,12,0.052,27,190,Two Beers Brewing Company,Seattle,WA,American Amber / Red Ale
2227,Evo IPA,12,0.062,70,190,Two Beers Brewing Company,Seattle,WA,American IPA
2228,Presidential Pils,12,0.048,,190,Two Beers Brewing Company,Seattle,WA,Czech Pilsener
2229,Evolutionary IPA (2012),12,0.062,70,190,Two Beers Brewing Company,Seattle,WA,American IPA
2230,Persnickety Pale,12,0.057,36,190,Two Beers Brewing Company,Seattle,WA,American Pale Ale (APA)
2231,SoDo Brown Ale,12,0.054,20,190,Two Beers Brewing Company,Seattle,WA,American Brown Ale
2232,Immersion Amber Ale (2011),12,0.052,27,190,Two Beers Brewing Company,Seattle,WA,American Amber / Red Ale
2233,Evolutionary IPA (2011),12,0.062,70,190,Two Beers Brewing Company,Seattle,WA,American IPA
2234,Trailhead India Style Session Ale (2011),12,0.048,48,190,Two Beers Brewing Company,Seattle,WA,American IPA
2235,Panorama Wheat Ale,12,0.046,,190,Two Beers Brewing Company,Seattle,WA,American Pale Wheat Ale
2236,Wobble,16,0.063,69,74,Two Brothers Brewing Company,Warrenville,IL,American IPA
2237,Night Cat,12,0.058,43,74,Two Brothers Brewing Company,Warrenville,IL,American Dark Wheat Ale
2238,Night Cat (2014),12,0.058,43,74,Two Brothers Brewing Company,Warrenville,IL,American Dark Wheat Ale
2239,Dog Days Lager,12,0.051,17,74,Two Brothers Brewing Company,Warrenville,IL,Dortmunder / Export Lager
2240,Sidekick Extra Pale Ale,12,0.051,36,74,Two Brothers Brewing Company,Warrenville,IL,American Pale Ale (APA)
2241,Atom Smasher,12,0.077,23,74,Two Brothers Brewing Company,Warrenville,IL,Märzen / Oktoberfest
2242,Testudo,12,0.045,,74,Two Brothers Brewing Company,Warrenville,IL,Bière de Garde
2243,Hobnob B & B Pale Ale,12,0.065,,74,Two Brothers Brewing Company,Warrenville,IL,American Pale Ale (APA)
2244,Cane and Ebel,12,0.07,68,74,Two Brothers Brewing Company,Warrenville,IL,American Strong Ale
2245,Outlaw IPA (2015),12,0.065,,74,Two Brothers Brewing Company,Warrenville,IL,American IPA
2246,The Gilded Age,12,0.045,,243,Two Henrys Brewing Company,Plant City,FL,Munich Helles Lager
2247,No Limits Hefeweizen,16,0.05,,435,Two Roads Brewing Company,Stratford,CT,Hefeweizen
2248,Honeyspot Road White IPA,12,0.06,,435,Two Roads Brewing Company,Stratford,CT,American White IPA
2249,Road 2 Ruin Double IPA,12,0.072,,435,Two Roads Brewing Company,Stratford,CT,American Double / Imperial IPA
2250,Workers Comp Saison,12,0.048,,435,Two Roads Brewing Company,Stratford,CT,Saison / Farmhouse Ale
2251,Ol' Factory Pils,12,0.05,,435,Two Roads Brewing Company,Stratford,CT,German Pilsener
2252,PUNK'N,12,0.05,10,159,Uinta Brewing Company,Salt Lake City,UT,Pumpkin Ale
2253,Yard Sale Winter Lager,12,0.04,22,159,Uinta Brewing Company,Salt Lake City,UT,American Amber / Red Lager
2254,Trader Session IPA,12,0.04,42,159,Uinta Brewing Company,Salt Lake City,UT,American IPA
2255,Hop Nosh IPA,12,0.073,83,159,Uinta Brewing Company,Salt Lake City,UT,American IPA
2256,SUM'R,12,0.04,17,159,Uinta Brewing Company,Salt Lake City,UT,American Blonde Ale
2257,Organic Baba Black Lager,12,0.04,32,159,Uinta Brewing Company,Salt Lake City,UT,Schwarzbier
2258,Hop Notch IPA (2013),12,0.073,82,159,Uinta Brewing Company,Salt Lake City,UT,American IPA
2259,Cutthroat Pale Ale,12,0.04,34,159,Uinta Brewing Company,Salt Lake City,UT,American Pale Ale (APA)
2260,WYLD Extra Pale Ale,12,0.04,29,159,Uinta Brewing Company,Salt Lake City,UT,American Pale Ale (APA)
2261,Pilsner Ukiah,12,0.055,,555,Ukiah Brewing Company,Ukiah,CA,German Pilsener
2262,The Green Room,16,0.06,75,126,Uncle Billy's Brewery and Smokeh...,Austin,TX,American IPA
2263,Humbucker Helles,16,0.047,25,126,Uncle Billy's Brewery and Smokeh...,Austin,TX,Maibock / Helles Bock
2264,Uncle John's Apple Cherry Cider,16,0.065,,338,Uncle John's Fruit House Winery,St. John's,MI,Cider
2265,Uncle John's Apricot Apple Cider,16,0.065,,338,Uncle John's Fruit House Winery,St. John's,MI,Cider
2266,Draught Hard Apple Cider,16,0.065,,338,Uncle John's Fruit House Winery,St. John's,MI,Cider
2267,Scotty K NA,16,0.001,,522,Uncommon Brewers,Santa Cruz,CA,Low Alcohol Beer
2268,Bacon Brown Ale,16,0.068,,522,Uncommon Brewers,Santa Cruz,CA,American Brown Ale
2269,Golden State Ale,16,0.064,,522,Uncommon Brewers,Santa Cruz,CA,Belgian Pale Ale
2270,Baltic Porter,16,0.078,,522,Uncommon Brewers,Santa Cruz,CA,Baltic Porter
2271,Siamese twin,16,0.085,,522,Uncommon Brewers,Santa Cruz,CA,Dubbel
2272,Double Duckpin,12,0.085,90,71,Union Craft Brewing,Baltimore,MD,American Double / Imperial IPA
2273,Old Pro,12,0.042,10,71,Union Craft Brewing,Baltimore,MD,Gose
2274,Duckpin Pale Ale,12,0.055,,71,Union Craft Brewing,Baltimore,MD,American Pale Ale (APA)
2275,Balt Altbier,12,0.06,,71,Union Craft Brewing,Baltimore,MD,Altbier
2276,Campside Session IPA,16,0.045,50,202,Upland Brewing Company,Bloomington,IN,American IPA
2277,Upland Wheat Ale,16,0.045,15,202,Upland Brewing Company,Bloomington,IN,Witbier
2278,Dragonfly IPA,16,0.06,,202,Upland Brewing Company,Bloomington,IN,American IPA
2279,Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,19.2,0.128,,51,Upslope Brewing Company,Boulder,CO,Quadrupel (Quad)
2280,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,19.2,0.104,,51,Upslope Brewing Company,Boulder,CO,Rye Beer
2281,Lee Hill Series Vol. 2 - Wild Saison,19.2,0.068,24,51,Upslope Brewing Company,Boulder,CO,American Wild Ale
2282,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,19.2,0.099,51,51,Upslope Brewing Company,Boulder,CO,American Double / Imperial Stout
2283,Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,19.2,0.076,,51,Upslope Brewing Company,Boulder,CO,American Brown Ale
2284,Blood Orange Saison,12,0.06,,51,Upslope Brewing Company,Boulder,CO,Saison / Farmhouse Ale
2285,Thai Style White IPA,12,0.065,33,51,Upslope Brewing Company,Boulder,CO,American White IPA
2286,Ferus Fluxus Wild Belgian Pale Ale,19.2,0.075,30,51,Upslope Brewing Company,Boulder,CO,American Wild Ale
2287,Upslope Imperial India Pale Ale,19.2,0.099,90,51,Upslope Brewing Company,Boulder,CO,American Double / Imperial IPA
2288,Upslope Christmas Ale,16,0.082,,51,Upslope Brewing Company,Boulder,CO,Winter Warmer
2289,Upslope Pumpkin Ale,16,0.077,,51,Upslope Brewing Company,Boulder,CO,Pumpkin Ale
2290,Upslope Belgian Style Pale Ale,12,0.075,30,51,Upslope Brewing Company,Boulder,CO,Belgian Pale Ale
2291,Upslope Foreign Style Stout,12,0.069,,51,Upslope Brewing Company,Boulder,CO,Foreign / Export Stout
2292,Top Rope Mexican-style Craft Lager,12,0.048,15,51,Upslope Brewing Company,Boulder,CO,Vienna Lager
2293,Upslope Craft Lager,12,0.048,22,51,Upslope Brewing Company,Boulder,CO,Vienna Lager
2294,Upslope Brown Ale,12,0.067,,51,Upslope Brewing Company,Boulder,CO,English Brown Ale
2295,Upslope Pale Ale,12,0.058,,51,Upslope Brewing Company,Boulder,CO,American Pale Ale (APA)
2296,Upslope India Pale Ale,12,0.072,,51,Upslope Brewing Company,Boulder,CO,American IPA
2297,Common Sense Kentucky Common Ale,16,0.053,22,546,Upstate Brewing Company,Elmira,NY,American Brown Ale
2298,Upstate I.P.W.,12,0.065,70,546,Upstate Brewing Company,Elmira,NY,American IPA
2299,Squatters Full Suspension Pale Ale,12,0.04,,302,Utah Brewers Cooperative,Salt Lake City,UT,American Pale Ale (APA)
2300,Squatters Hop Rising Double IPA,12,0.09,75,302,Utah Brewers Cooperative,Salt Lake City,UT,American Double / Imperial IPA
2301,Devastator Double Bock,12,0.08,,302,Utah Brewers Cooperative,Salt Lake City,UT,Doppelbock
2302,Wasatch Ghostrider White IPA,12,0.06,,302,Utah Brewers Cooperative,Salt Lake City,UT,American White IPA
2303,Wasatch Ghostrider White IPA (2014),12,0.06,,302,Utah Brewers Cooperative,Salt Lake City,UT,American White IPA
2304,Wasatch Apricot Hefeweizen,12,0.04,,302,Utah Brewers Cooperative,Salt Lake City,UT,Fruit / Vegetable Beer
2305,Squatters Hop Rising Double IPA (2014),12,0.09,75,302,Utah Brewers Cooperative,Salt Lake City,UT,American Double / Imperial IPA
2306,Squatters Full Suspension Pale Ale,12,0.04,,302,Utah Brewers Cooperative,Salt Lake City,UT,American Pale Ale (APA)
2307,Nunica Pine,16,0.068,,185,Vander Mill Ciders,Spring Lake,MI,Cider
2308,Ginger Peach,16,0.069,,185,Vander Mill Ciders,Spring Lake,MI,Cider
2309,Totally Roasted,16,0.068,,185,Vander Mill Ciders,Spring Lake,MI,Cider
2310,Blue Gold,16,0.068,,185,Vander Mill Ciders,Spring Lake,MI,Cider
2311,Hard Apple,16,0.068,,185,Vander Mill Ciders,Spring Lake,MI,Cider
2312,Nitro Can Coffee Stout,12,0.052,,113,Vault Brewing Company,Yardley,PA,American Stout
2313,Voodoo Love Child,12,0.092,25,322,Voodoo Brewery,Meadville,PA,Tripel
2314,White Magick of the Sun,12,0.079,23,322,Voodoo Brewery,Meadville,PA,Witbier
2315,Wynona's Big Brown Ale,12,0.075,31,322,Voodoo Brewery,Meadville,PA,American Brown Ale
2316,Gran Met,12,0.092,25,322,Voodoo Brewery,Meadville,PA,Belgian Strong Pale Ale
2317,Good Vibes IPA,12,0.073,85,322,Voodoo Brewery,Meadville,PA,American IPA
2318,Pilzilla,12,0.075,85,322,Voodoo Brewery,Meadville,PA,American Double / Imperial Pilsner
2319,Wachusett Light IPA,12,0.04,37,295,Wachusett Brewing Company,Westminster,MA,American IPA
2320,Green Monsta IPA,12,0.06,55,295,Wachusett Brewing Company,Westminster,MA,American IPA
2321,Wachusett IPA,12,0.056,50,295,Wachusett Brewing Company,Westminster,MA,American IPA
2322,Strawberry White,12,0.047,,295,Wachusett Brewing Company,Westminster,MA,Witbier
2323,Larry Imperial IPA,12,0.085,85,295,Wachusett Brewing Company,Westminster,MA,American Double / Imperial IPA
2324,Wachusett Summer,12,0.047,,295,Wachusett Brewing Company,Westminster,MA,American Pale Wheat Ale
2325,Country Pale Ale,12,0.051,17,295,Wachusett Brewing Company,Westminster,MA,English Pale Ale
2326,Wachusett Light IPA (2013),12,0.04,37,295,Wachusett Brewing Company,Westminster,MA,American IPA
2327,Pumpkan,12,0.052,20,295,Wachusett Brewing Company,Westminster,MA,Pumpkin Ale
2328,Wachusett Blueberry Ale,12,0.045,10,295,Wachusett Brewing Company,Westminster,MA,Fruit / Vegetable Beer
2329,Green Monsta IPA,12,0.06,55,295,Wachusett Brewing Company,Westminster,MA,American IPA
2330,T-6 Red Ale (2004),12,0.047,,506,Warbird Brewing Company,Fort Wayne,IN,American Amber / Red Ale
2331,Self Starter,16,0.052,67,94,Warped Wing Brewing Company,Dayton,OH,American IPA
2332,Ermal's,16,0.054,20,94,Warped Wing Brewing Company,Dayton,OH,Cream Ale
2333,10 Ton,16,0.07,,94,Warped Wing Brewing Company,Dayton,OH,Oatmeal Stout
